,Edad,Genero,Vivienda,Ecivil,Ubicacion,Salario,Hijos,Catalogos,Monto,Historial
375,Adulta,Femenino,Propia,Soltero,Cerca,23800,0,6,438.0,Bajo
376,Media,Femenino,Alquilada,Soltero,Cerca,36900,1,6,371.0,Bajo
377,Adulta,Femenino,Propia,Soltero,Cerca,20600,0,6,201.0,Bajo
378,Media,Masculino,Propia,Casado,Cerca,83100,2,6,586.0,Medio
379,Media,Masculino,Propia,Casado,Lejos,88700,2,24,2693.0,Alto
380,Adulta,Femenino,Propia,Casado,Cerca,54700,0,24,1404.0,Medio
381,Joven,Femenino,Alquilada,Soltero,Cerca,22200,2,18,275.0,Bajo
382,Media,Femenino,Propia,Casado,Cerca,70900,1,12,794.0,Medio
383,Media,Masculino,Propia,Soltero,Cerca,55900,0,12,964.0,Medio
384,Media,Masculino,Propia,Casado,Lejos,100600,3,24,2838.0,Alto
385,Joven,Femenino,Alquilada,Casado,Cerca,71200,3,12,392.0,Bajo
386,Joven,Femenino,Alquilada,Casado,Lejos,53700,0,24,2491.0,Alto
387,Adulta,Femenino,Propia,Casado,Cerca,89000,0,12,1487.0,Alto
388,Joven,Femenino,Alquilada,Soltero,Lejos,18200,2,12,322.0,Bajo
389,Joven,Femenino,Alquilada,Casado,Cerca,73600,1,6,647.0,Medio
390,Adulta,Femenino,Alquilada,Soltero,Lejos,13900,0,6,191.0,Bajo
391,Joven,Masculino,Alquilada,Casado,Cerca,64300,3,6,239.0,Bajo
392,Media,Masculino,Propia,Casado,Cerca,77100,2,6,568.0,Medio
393,Adulta,Masculino,Alquilada,Casado,Cerca,81800,0,6,919.0,Alto
394,Adulta,Femenino,Alquilada,Casado,Cerca,41700,0,18,1398.0,Medio
395,Adulta,Femenino,Propia,Casado,Cerca,51000,0,12,1025.0,Medio
396,Media,Masculino,Alquilada,Soltero,Cerca,55900,1,12,909.0,Medio
397,Joven,Masculino,Alquilada,Soltero,Cerca,19800,2,12,209.0,Bajo
398,Media,Masculino,Alquilada,Casado,Lejos,84100,1,24,2362.0,Alto
399,Media,Masculino,Propia,Casado,Cerca,85600,0,24,3380.0,Alto
400,Joven,Masculino,Alquilada,Soltero,Cerca,13400,0,18,424.0,Bajo
401,Joven,Femenino,Alquilada,Casado,Lejos,47200,1,12,1272.0,Medio
402,Media,Masculino,Propia,Casado,Cerca,96300,1,24,1909.0,Alto
403,Media,Masculino,Propia,Casado,Cerca,60500,3,12,340.0,Bajo
404,Media,Masculino,Alquilada,Casado,Cerca,106100,3,12,472.0,Bajo
405,Joven,Masculino,Alquilada,Soltero,Cerca,18000,0,12,303.0,Bajo
406,Adulta,Femenino,Propia,Soltero,Cerca,58200,0,18,981.0,Medio
407,Joven,Femenino,Alquilada,Soltero,Lejos,13500,2,12,160.0,Bajo
408,Joven,Femenino,Alquilada,Soltero,Lejos,18400,1,12,662.0,Bajo
409,Media,Masculino,Alquilada,Casado,Cerca,62800,3,6,177.0,Bajo
410,Media,Masculino,Alquilada,Soltero,Cerca,70000,0,6,785.0,Alto
411,Media,Femenino,Alquilada,Casado,Cerca,97400,3,6,213.0,Bajo
412,Adulta,Femenino,Propia,Casado,Lejos,37500,0,18,1578.0,Medio
413,Adulta,Femenino,Propia,Soltero,Cerca,22800,0,6,258.0,Bajo
414,Joven,Masculino,Alquilada,Soltero,Cerca,18700,0,12,289.0,Bajo
415,Media,Masculino,Propia,Casado,Cerca,107400,1,24,1821.0,Alto
416,Joven,Femenino,Alquilada,Soltero,Lejos,28900,0,24,905.0,Medio
417,Media,Masculino,Alquilada,Casado,Cerca,38400,2,6,188.0,Bajo
418,Joven,Femenino,Alquilada,Soltero,Cerca,13300,1,6,184.0,Bajo
419,Joven,Masculino,Alquilada,Soltero,Cerca,23200,1,24,504.0,Bajo
420,Media,Masculino,Propia,Casado,Cerca,64800,2,12,574.0,Medio
421,Media,Masculino,Alquilada,Soltero,Cerca,55600,0,6,984.0,Medio
422,Media,Masculino,Propia,Casado,Lejos,89500,0,24,5209.0,Alto
423,Media,Masculino,Propia,Casado,Cerca,87000,0,24,1594.0,Alto
424,Media,Masculino,Propia,Soltero,Cerca,55500,3,18,427.0,Bajo
425,Media,Femenino,Alquilada,Soltero,Cerca,58600,1,6,624.0,Medio
426,Adulta,Femenino,Propia,Casado,Lejos,81400,0,24,3001.0,Alto
427,Adulta,Femenino,Propia,Casado,Cerca,90500,0,6,863.0,Alto
428,Media,Masculino,Propia,Soltero,Cerca,74400,0,12,1152.0,Alto
429,Media,Femenino,Propia,Soltero,Cerca,43900,2,6,358.0,Bajo
430,Joven,Femenino,Propia,Soltero,Cerca,20300,1,12,304.0,Bajo
431,Media,Masculino,Propia,Casado,Cerca,97600,2,12,1162.0,Medio
432,Adulta,Femenino,Alquilada,Soltero,Lejos,15100,0,6,348.0,Bajo
433,Joven,Femenino,Alquilada,Soltero,Cerca,10600,2,12,114.0,Bajo
434,Joven,Femenino,Propia,Soltero,Cerca,27200,2,18,446.0,Bajo
435,Media,Masculino,Propia,Casado,Cerca,100000,1,24,2247.0,Alto
436,Media,Femenino,Alquilada,Casado,Lejos,43300,3,24,716.0,Medio
437,Media,Femenino,Propia,Casado,Cerca,49700,2,18,613.0,Bajo
438,Media,Femenino,Alquilada,Casado,Cerca,82300,2,12,580.0,Medio
439,Media,Masculino,Alquilada,Soltero,Cerca,41200,0,12,841.0,Medio
440,Joven,Masculino,Alquilada,Soltero,Cerca,29200,0,18,737.0,Bajo
441,Media,Femenino,Propia,Casado,Cerca,85500,2,18,895.0,Medio
442,Joven,Femenino,Alquilada,Soltero,Lejos,12400,3,18,205.0,Bajo
443,Media,Femenino,Alquilada,Soltero,Cerca,40400,1,24,630.0,Bajo
444,Joven,Masculino,Alquilada,Soltero,Lejos,10900,0,24,407.0,Bajo
445,Joven,Femenino,Alquilada,Soltero,Cerca,13200,1,12,227.0,Bajo
446,Media,Masculino,Alquilada,Soltero,Cerca,57800,0,24,1149.0,Medio
447,Adulta,Femenino,Propia,Casado,Cerca,52200,1,12,669.0,Medio
448,Adulta,Femenino,Propia,Casado,Lejos,40100,0,12,1384.0,Medio
449,Adulta,Masculino,Alquilada,Casado,Cerca,34500,0,12,802.0,Medio
450,Media,Masculino,Alquilada,Soltero,Cerca,44500,0,24,1175.0,Medio
451,Joven,Masculino,Alquilada,Casado,Cerca,39700,0,18,1011.0,Medio
452,Adulta,Femenino,Propia,Soltero,Cerca,30300,0,18,1062.0,Bajo
453,Joven,Femenino,Alquilada,Soltero,Cerca,20100,1,12,271.0,Bajo
454,Adulta,Masculino,Propia,Casado,Lejos,86500,0,24,2690.0,Alto
455,Adulta,Femenino,Alquilada,Soltero,Cerca,42500,0,24,918.0,Medio
456,Media,Masculino,Propia,Casado,Cerca,102300,0,24,2438.0,Alto
457,Media,Femenino,Propia,Soltero,Lejos,52600,2,12,1307.0,Medio
458,Joven,Femenino,Alquilada,Soltero,Cerca,20300,2,12,180.0,Bajo
459,Joven,Masculino,Alquilada,Casado,Cerca,54500,1,18,1001.0,Medio
460,Media,Masculino,Alquilada,Soltero,Cerca,54700,0,24,1355.0,Medio
461,Media,Masculino,Alquilada,Soltero,Lejos,53800,0,12,1803.0,Alto
462,Media,Masculino,Alquilada,Soltero,Lejos,52200,0,24,1909.0,Alto
463,Joven,Masculino,Alquilada,Casado,Cerca,37200,1,6,247.0,Bajo
464,Joven,Masculino,Alquilada,Casado,Cerca,55500,3,12,216.0,Bajo
465,Joven,Femenino,Alquilada,Soltero,Cerca,17600,2,18,163.0,Bajo
466,Adulta,Femenino,Propia,Soltero,Lejos,28300,0,24,933.0,Medio
467,Adulta,Masculino,Propia,Soltero,Cerca,41900,0,6,654.0,Medio
468,Media,Masculino,Alquilada,Soltero,Lejos,38700,1,18,1009.0,Medio
469,Media,Femenino,Alquilada,Soltero,Lejos,44100,1,18,1659.0,Medio
470,Media,Masculino,Propia,Casado,Lejos,79200,1,6,1905.0,Alto
471,Adulta,Femenino,Propia,Casado,Lejos,70400,0,18,2610.0,Alto
472,Media,Masculino,Propia,Casado,Cerca,107300,2,24,1194.0,Medio
473,Joven,Femenino,Propia,Soltero,Lejos,41000,1,12,768.0,Medio
474,Media,Femenino,Alquilada,Soltero,Cerca,26200,1,12,381.0,Bajo
475,Media,Masculino,Alquilada,Casado,Lejos,72200,3,18,1811.0,Medio
476,Media,Masculino,Alquilada,Soltero,Lejos,36700,1,24,1218.0,Medio
477,Adulta,Masculino,Alquilada,Soltero,Cerca,34500,0,24,639.0,Medio
478,Adulta,Femenino,Propia,Casado,Cerca,83700,0,18,1582.0,Alto
479,Joven,Femenino,Alquilada,Casado,Cerca,42000,3,6,105.0,Bajo
480,Media,Masculino,Alquilada,Casado,Cerca,118800,0,12,2631.0,Alto
481,Joven,Femenino,Propia,Soltero,Lejos,21900,2,24,486.0,Bajo
482,Media,Masculino,Alquilada,Soltero,Cerca,45900,0,12,716.0,Medio
483,Joven,Femenino,Alquilada,Casado,Cerca,37100,2,24,653.0,Bajo
484,Media,Femenino,Alquilada,Soltero,Cerca,28200,1,6,224.0,Bajo
485,Media,Masculino,Alquilada,Casado,Cerca,74600,2,18,705.0,Medio
486,Joven,Femenino,Alquilada,Soltero,Cerca,14200,2,18,197.0,Bajo
487,Joven,Masculino,Alquilada,Soltero,Lejos,19400,0,6,563.0,Bajo
488,Media,Masculino,Propia,Casado,Lejos,79700,1,24,3384.0,Alto
489,Media,Masculino,Propia,Soltero,Cerca,45900,2,12,416.0,Bajo
490,Adulta,Femenino,Propia,Casado,Cerca,42800,0,6,685.0,Medio
491,Adulta,Masculino,Propia,Casado,Lejos,65500,0,24,1931.0,Alto
492,Adulta,Femenino,Alquilada,Soltero,Cerca,33600,0,12,573.0,Medio
493,Media,Femenino,Propia,Soltero,Lejos,55600,1,18,1553.0,Alto
494,Joven,Masculino,Alquilada,Soltero,Lejos,25700,0,18,907.0,Medio
495,Adulta,Femenino,Propia,Casado,Cerca,21500,0,18,445.0,Bajo
496,Adulta,Femenino,Alquilada,Casado,Cerca,68600,0,18,1342.0,Alto
497,Joven,Femenino,Alquilada,Soltero,Lejos,23100,2,12,457.0,Bajo
498,Media,Femenino,Alquilada,Casado,Cerca,53300,0,24,1598.0,Medio
499,Adulta,Femenino,Propia,Casado,Cerca,112800,0,12,1861.0,Alto
500,Adulta,Masculino,Propia,Casado,Cerca,124900,0,18,4109.0,Alto
501,Media,Masculino,Alquilada,Soltero,Cerca,35100,1,6,421.0,Bajo
502,Media,Masculino,Alquilada,Soltero,Cerca,72000,0,12,1475.0,Alto
503,Media,Masculino,Propia,Casado,Cerca,82400,0,18,1779.0,Alto
504,Joven,Masculino,Propia,Casado,Cerca,62200,0,24,1348.0,Alto
505,Joven,Masculino,Alquilada,Soltero,Cerca,14100,0,12,328.0,Bajo
506,Media,Femenino,Propia,Casado,Cerca,86400,1,12,1713.0,Alto
507,Adulta,Femenino,Alquilada,Casado,Cerca,39500,0,12,1006.0,Medio
508,Adulta,Femenino,Propia,Casado,Cerca,110700,0,12,2458.0,Alto
509,Joven,Masculino,Alquilada,Soltero,Lejos,17700,0,18,742.0,Bajo
510,Media,Femenino,Propia,Soltero,Cerca,53800,0,12,843.0,Medio
511,Adulta,Masculino,Alquilada,Soltero,Cerca,44400,0,18,886.0,Medio
512,Media,Femenino,Alquilada,Casado,Cerca,135700,1,24,2746.0,Alto
513,Joven,Femenino,Alquilada,Soltero,Lejos,20700,1,12,550.0,Bajo
514,Media,Masculino,Alquilada,Casado,Lejos,83500,2,24,2098.0,Alto
515,Media,Femenino,Alquilada,Casado,Cerca,84200,2,24,954.0,Medio
516,Media,Femenino,Alquilada,Casado,Cerca,79900,1,12,1041.0,Medio
517,Adulta,Femenino,Alquilada,Soltero,Lejos,19700,0,6,535.0,Bajo
518,Adulta,Masculino,Propia,Casado,Lejos,52000,0,18,2545.0,Alto
519,Adulta,Femenino,Propia,Casado,Cerca,25900,0,18,582.0,Bajo
520,Media,Masculino,Alquilada,Casado,Cerca,65800,2,18,578.0,Medio
521,Adulta,Femenino,Alquilada,Casado,Cerca,65900,0,12,777.0,Alto
522,Media,Masculino,Alquilada,Soltero,Cerca,45200,1,18,699.0,Medio
523,Media,Masculino,Propia,Casado,Cerca,98500,0,18,2034.0,Alto
524,Adulta,Femenino,Propia,Casado,Cerca,96200,0,12,1457.0,Alto
525,Media,Masculino,Propia,Soltero,Lejos,49700,0,24,2844.0,Alto
526,Media,Femenino,Alquilada,Soltero,Cerca,43000,3,24,225.0,Bajo
527,Joven,Femenino,Alquilada,Soltero,Cerca,15500,1,6,210.0,Bajo
528,Joven,Masculino,Alquilada,Soltero,Cerca,13000,3,6,43.0,Bajo
529,Media,Femenino,Alquilada,Soltero,Cerca,27200,3,24,243.0,Bajo
530,Adulta,Femenino,Propia,Casado,Cerca,26700,0,24,1120.0,Bajo
531,Adulta,Masculino,Propia,Soltero,Lejos,61000,0,6,975.0,Alto
532,Media,Masculino,Propia,Casado,Cerca,117500,2,12,927.0,Medio
533,Adulta,Masculino,Propia,Casado,Cerca,90600,0,24,3167.0,Alto
534,Joven,Femenino,Alquilada,Soltero,Lejos,12600,0,6,241.0,Bajo
535,Adulta,Femenino,Propia,Soltero,Cerca,12700,2,6,65.0,Bajo
536,Media,Femenino,Propia,Casado,Lejos,77600,3,12,858.0,Medio
537,Adulta,Femenino,Alquilada,Casado,Cerca,71800,0,24,1946.0,Alto
538,Joven,Femenino,Propia,Soltero,Cerca,32600,3,12,172.0,Bajo
539,Media,Masculino,Propia,Casado,Cerca,74500,2,12,824.0,Medio
540,Adulta,Femenino,Alquilada,Soltero,Cerca,29200,0,12,556.0,Bajo
541,Joven,Femenino,Alquilada,Soltero,Lejos,12900,1,6,167.0,Bajo
542,Media,Masculino,Alquilada,Casado,Cerca,117700,1,12,2104.0,Alto
543,Media,Femenino,Propia,Casado,Cerca,64100,1,18,1332.0,Medio
544,Media,Masculino,Propia,Casado,Lejos,130600,0,18,3442.0,Alto
545,Media,Masculino,Propia,Casado,Lejos,74400,0,6,1893.0,Alto
546,Adulta,Femenino,Propia,Soltero,Lejos,40600,2,6,690.0,Medio
547,Joven,Femenino,Alquilada,Casado,Cerca,54200,1,6,486.0,Medio
548,Media,Masculino,Propia,Soltero,Lejos,65400,1,12,2290.0,Alto
549,Media,Femenino,Alquilada,Casado,Cerca,93700,1,24,1521.0,Alto
550,Media,Masculino,Alquilada,Soltero,Lejos,49000,0,18,1523.0,Alto
551,Media,Femenino,Propia,Casado,Cerca,96500,1,18,1364.0,Alto
552,Media,Masculino,Propia,Casado,Cerca,99600,1,6,871.0,Alto
553,Media,Femenino,Propia,Casado,Cerca,79900,3,12,295.0,Bajo
554,Adulta,Femenino,Alquilada,Casado,Cerca,50500,0,12,642.0,Medio
555,Adulta,Femenino,Propia,Soltero,Lejos,16300,0,6,317.0,Bajo
556,Adulta,Femenino,Propia,Casado,Cerca,49200,0,12,1078.0,Medio
557,Media,Masculino,Propia,Soltero,Lejos,48100,2,18,961.0,Medio
558,Media,Masculino,Propia,Soltero,Lejos,61300,2,24,1241.0,Alto
559,Media,Masculino,Alquilada,Soltero,Lejos,51100,0,24,1984.0,Alto
560,Media,Masculino,Propia,Soltero,Cerca,76800,1,18,1061.0,Medio
561,Media,Masculino,Propia,Soltero,Lejos,60200,0,12,1955.0,Alto
562,Media,Masculino,Alquilada,Soltero,Cerca,59100,2,18,580.0,Bajo
563,Adulta,Femenino,Propia,Soltero,Cerca,32500,0,24,883.0,Medio
564,Media,Femenino,Alquilada,Soltero,Lejos,49500,2,12,1195.0,Medio
565,Media,Masculino,Propia,Casado,Cerca,109600,1,12,2318.0,Alto
566,Media,Masculino,Alquilada,Casado,Cerca,93000,1,24,2644.0,Alto
567,Joven,Femenino,Propia,Soltero,Cerca,44700,1,6,502.0,Medio
568,Adulta,Femenino,Propia,Casado,Cerca,69400,0,18,2419.0,Alto
569,Media,Masculino,Propia,Casado,Cerca,64300,2,6,661.0,Medio
570,Media,Masculino,Propia,Soltero,Lejos,75400,0,24,2723.0,Alto
571,Media,Masculino,Propia,Casado,Cerca,96100,0,6,1588.0,Alto
572,Adulta,Femenino,Propia,Casado,Cerca,118000,3,12,581.0,Bajo
573,Joven,Masculino,Alquilada,Casado,Cerca,69700,1,12,1432.0,Medio
574,Adulta,Masculino,Propia,Soltero,Cerca,59300,0,12,929.0,Medio
575,Media,Femenino,Alquilada,Casado,Cerca,88600,3,6,212.0,Bajo
576,Media,Masculino,Propia,Casado,Cerca,102600,0,18,2546.0,Alto
577,Media,Masculino,Propia,Casado,Cerca,54200,1,6,757.0,Medio
578,Adulta,Masculino,Propia,Casado,Cerca,116100,1,24,2975.0,Alto
579,Media,Femenino,Propia,Soltero,Cerca,46600,3,6,158.0,Bajo
580,Joven,Masculino,Alquilada,Soltero,Cerca,18200,0,12,401.0,Bajo
581,Media,Femenino,Propia,Casado,Cerca,82700,1,18,1753.0,Alto
582,Joven,Femenino,Alquilada,Soltero,Cerca,17000,0,18,659.0,Bajo
583,Media,Masculino,Propia,Casado,Cerca,83000,2,6,726.0,Medio
584,Joven,Femenino,Alquilada,Soltero,Lejos,17300,0,6,411.0,Bajo
585,Media,Femenino,Propia,Casado,Cerca,109800,1,24,2258.0,Alto
586,Media,Femenino,Propia,Soltero,Lejos,64400,3,24,1913.0,Medio
587,Joven,Femenino,Alquilada,Soltero,Lejos,27600,1,24,893.0,Medio
588,Media,Masculino,Propia,Soltero,Cerca,67900,0,18,1418.0,Alto
589,Media,Masculino,Alquilada,Casado,Cerca,88500,2,24,1104.0,Medio
590,Adulta,Femenino,Propia,Casado,Cerca,62800,0,18,1403.0,Alto
591,Adulta,Masculino,Propia,Casado,Lejos,76900,2,24,3230.0,Alto
592,Adulta,Femenino,Propia,Casado,Cerca,77600,0,18,2004.0,Alto
593,Joven,Femenino,Alquilada,Soltero,Cerca,19100,1,18,403.0,Bajo
594,Adulta,Femenino,Propia,Casado,Lejos,128700,0,24,3995.0,Alto
595,Joven,Femenino,Alquilada,Soltero,Lejos,14400,1,6,390.0,Bajo
596,Adulta,Masculino,Alquilada,Casado,Cerca,49600,0,6,770.0,Medio
597,Joven,Femenino,Alquilada,Casado,Cerca,36600,0,6,833.0,Medio
598,Media,Femenino,Propia,Soltero,Cerca,65800,1,12,869.0,Medio
599,Media,Masculino,Alquilada,Casado,Lejos,52800,2,12,926.0,Medio
600,Media,Masculino,Propia,Casado,Cerca,96500,0,24,3780.0,Alto
601,Media,Femenino,Alquilada,Casado,Cerca,63500,1,18,1023.0,Medio
602,Media,Masculino,Alquilada,Soltero,Cerca,60400,1,6,791.0,Medio
603,Media,Masculino,Alquilada,Soltero,Cerca,54400,0,6,1150.0,Medio
604,Media,Masculino,Alquilada,Casado,Cerca,105600,3,6,304.0,Bajo
605,Adulta,Femenino,Propia,Casado,Lejos,57900,0,12,1693.0,Alto
606,Joven,Masculino,Propia,Soltero,Cerca,31500,3,18,269.0,Bajo
607,Media,Femenino,Alquilada,Casado,Lejos,60100,1,18,1430.0,Alto
608,Media,Masculino,Propia,Casado,Cerca,117900,0,6,1760.0,Alto
609,Media,Masculino,Propia,Soltero,Cerca,48800,1,24,1271.0,Medio
610,Media,Femenino,Propia,Casado,Cerca,67900,3,12,356.0,Bajo
611,Media,Masculino,Alquilada,Casado,Cerca,88000,2,6,524.0,Medio
612,Media,Masculino,Alquilada,Casado,Cerca,94200,1,18,1211.0,Alto
613,Joven,Masculino,Alquilada,Soltero,Lejos,15300,0,24,645.0,Bajo
614,Joven,Masculino,Alquilada,Soltero,Lejos,17500,0,18,472.0,Bajo
615,Adulta,Masculino,Propia,Casado,Cerca,168800,0,6,1512.0,Alto
616,Media,Masculino,Alquilada,Soltero,Lejos,40200,0,18,1634.0,Alto
617,Joven,Masculino,Alquilada,Soltero,Cerca,28400,3,18,182.0,Bajo
618,Media,Masculino,Alquilada,Casado,Lejos,72200,3,18,1042.0,Medio
619,Media,Femenino,Propia,Soltero,Lejos,55200,0,18,1714.0,Alto
620,Media,Femenino,Alquilada,Soltero,Cerca,44600,0,18,966.0,Medio
621,Media,Masculino,Propia,Soltero,Cerca,58400,0,12,829.0,Medio
622,Media,Femenino,Propia,Soltero,Cerca,67800,1,6,680.0,Medio
623,Adulta,Femenino,Propia,Soltero,Cerca,25500,0,18,636.0,Bajo
624,Joven,Femenino,Alquilada,Soltero,Lejos,20000,3,6,182.0,Bajo
625,Adulta,Masculino,Propia,Casado,Cerca,23400,0,6,348.0,Bajo
626,Media,Femenino,Propia,Casado,Cerca,102500,3,12,548.0,Bajo
627,Media,Femenino,Propia,Casado,Lejos,52300,1,18,2034.0,Alto
628,Media,Masculino,Alquilada,Soltero,Lejos,65400,0,12,2296.0,Alto
629,Joven,Masculino,Alquilada,Soltero,Cerca,19600,0,12,395.0,Bajo
630,Adulta,Masculino,Propia,Casado,Lejos,37000,0,12,850.0,Medio
631,Media,Masculino,Alquilada,Soltero,Cerca,63800,1,24,1622.0,Medio
632,Adulta,Femenino,Propia,Soltero,Cerca,37300,0,6,673.0,Medio
633,Media,Masculino,Propia,Soltero,Cerca,63200,0,24,1932.0,Alto
634,Adulta,Masculino,Propia,Casado,Cerca,77300,0,18,1853.0,Alto
635,Media,Femenino,Alquilada,Soltero,Lejos,44800,1,6,666.0,Medio
636,Adulta,Femenino,Alquilada,Casado,Cerca,70900,0,24,1685.0,Alto
637,Media,Femenino,Alquilada,Soltero,Lejos,38200,0,24,1476.0,Medio
638,Joven,Femenino,Alquilada,Soltero,Lejos,18400,1,6,319.0,Bajo
639,Media,Femenino,Alquilada,Soltero,Cerca,40700,3,18,232.0,Bajo
640,Adulta,Masculino,Propia,Soltero,Cerca,71300,0,18,1543.0,Alto
641,Media,Femenino,Alquilada,Soltero,Cerca,36400,2,18,506.0,Bajo
642,Joven,Masculino,Alquilada,Soltero,Cerca,15400,0,6,172.0,Bajo
643,Media,Masculino,Propia,Soltero,Lejos,39100,1,12,1001.0,Medio
644,Media,Masculino,Alquilada,Soltero,Cerca,43800,0,12,606.0,Medio
645,Joven,Masculino,Alquilada,Soltero,Lejos,25300,0,12,591.0,Medio
646,Adulta,Masculino,Alquilada,Casado,Cerca,71800,0,12,1389.0,Alto
647,Media,Masculino,Propia,Soltero,Cerca,73200,0,24,2177.0,Alto
648,Media,Masculino,Propia,Casado,Lejos,79000,1,18,2279.0,Alto
649,Adulta,Femenino,Propia,Casado,Cerca,43600,0,12,1047.0,Medio
650,Media,Masculino,Propia,Casado,Cerca,83600,2,6,538.0,Medio
651,Media,Femenino,Propia,Soltero,Lejos,56200,0,18,1546.0,Alto
652,Joven,Masculino,Alquilada,Casado,Cerca,45500,0,6,754.0,Medio
653,Media,Masculino,Propia,Casado,Cerca,99300,1,12,1504.0,Alto
654,Media,Masculino,Propia,Casado,Lejos,108000,3,24,1849.0,Alto
655,Media,Femenino,Propia,Casado,Lejos,84900,1,24,3072.0,Alto
656,Media,Masculino,Propia,Casado,Lejos,93000,3,6,1046.0,Alto
657,Media,Femenino,Propia,Casado,Cerca,82000,0,18,1800.0,Alto
658,Media,Femenino,Propia,Soltero,Cerca,36900,2,24,514.0,Bajo
659,Adulta,Masculino,Alquilada,Casado,Lejos,66200,0,24,2057.0,Alto
660,Media,Masculino,Propia,Casado,Lejos,96800,2,18,2299.0,Alto
661,Adulta,Masculino,Propia,Soltero,Cerca,63200,0,24,1507.0,Alto
662,Adulta,Masculino,Propia,Casado,Lejos,112900,0,24,6217.0,Alto
663,Media,Femenino,Alquilada,Soltero,Cerca,32100,2,24,405.0,Bajo
664,Media,Masculino,Propia,Casado,Lejos,102700,1,18,3785.0,Alto
665,Adulta,Femenino,Alquilada,Soltero,Lejos,11700,0,18,540.0,Bajo
666,Media,Femenino,Propia,Casado,Lejos,99200,0,24,5503.0,Alto
667,Adulta,Masculino,Propia,Soltero,Cerca,44800,0,24,1417.0,Medio
668,Media,Masculino,Propia,Casado,Cerca,79000,2,18,671.0,Medio
669,Joven,Masculino,Alquilada,Casado,Cerca,53600,1,24,973.0,Medio
670,Media,Femenino,Propia,Soltero,Cerca,68400,0,12,1492.0,Alto
671,Media,Femenino,Propia,Casado,Lejos,90400,1,18,1977.0,Alto
672,Media,Masculino,Alquilada,Casado,Lejos,87100,2,18,1904.0,Alto
673,Media,Femenino,Propia,Soltero,Cerca,53700,3,12,1168.0,Bajo
674,Media,Masculino,Propia,Casado,Lejos,103700,1,24,2270.0,Alto
675,Media,Masculino,Propia,Soltero,Cerca,64200,0,18,1399.0,Alto
676,Adulta,Femenino,Alquilada,Casado,Cerca,46900,0,6,1018.0,Medio
677,Joven,Femenino,Alquilada,Soltero,Lejos,10200,2,18,209.0,Bajo
678,Joven,Femenino,Alquilada,Soltero,Lejos,17300,1,18,365.0,Bajo
679,Adulta,Masculino,Propia,Casado,Cerca,71200,1,12,1554.0,Medio
680,Joven,Femenino,Alquilada,Casado,Cerca,63200,0,24,1377.0,Alto
681,Joven,Femenino,Alquilada,Soltero,Cerca,12700,3,12,264.0,Bajo
682,Media,Masculino,Propia,Casado,Cerca,109900,2,12,2407.0,Medio
683,Media,Femenino,Propia,Casado,Lejos,80600,0,24,1761.0,Alto
684,Joven,Femenino,Alquilada,Casado,Cerca,40900,2,18,886.0,Bajo
685,Media,Masculino,Propia,Casado,Cerca,96300,1,12,2107.0,Alto
686,Adulta,Femenino,Alquilada,Soltero,Lejos,17900,0,6,379.0,Bajo
687,Joven,Masculino,Alquilada,Casado,Cerca,36500,0,24,789.0,Medio
688,Media,Masculino,Propia,Soltero,Cerca,61500,2,24,1340.0,Medio
689,Media,Masculino,Propia,Casado,Cerca,98400,0,12,2153.0,Alto
690,Media,Masculino,Propia,Soltero,Cerca,66600,0,18,1452.0,Alto
691,Media,Femenino,Alquilada,Soltero,Lejos,45600,0,12,989.0,Alto
692,Media,Femenino,Propia,Casado,Cerca,108100,1,12,2367.0,Alto
693,Media,Masculino,Propia,Casado,Cerca,107300,2,18,2350.0,Medio
694,Media,Femenino,Alquilada,Casado,Cerca,79500,0,12,1737.0,Alto
695,Media,Masculino,Propia,Casado,Cerca,42700,0,6,925.0,Medio
696,Media,Femenino,Alquilada,Soltero,Cerca,46500,1,24,1009.0,Medio
